,Constrs,Vars,NZs,presol_time,pConstrs,pVars,pNZs,CVars,IVars,BVars,pCVars,pIVars,pBVars,solved_with,obj_upper_bound,obj_lower_bound,gap,matrix_range_lower,matrix_range_upper,obj_range_lower,obj_range_upper,bounds_range_lower,bounds_range_upper,N,L,T,pot_circuits,formulation,target_gap,threads,walltime,region,co2limit,new_circuits,rel_exp_volume,abs_exp_volume,peak_mem,loading 0,candidates 0,building 0,solving 0,exporting 0
elec_s_500_t75_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,122927,55865,314393,0.82,74468,51392,261387,55713,152,152,51240,152,152,barrier,52269534999.77,51959931895.51,0.005923,3e-05,100000.0,1.0,40000000.0,0.02,1000000.0,93,304,75,1.0,kirchhoff,0.01,4,21600,DE-NL-LU,40.0,53.0,0.14838881655930963,7.868469432531487,1000.160156,0.6014533042907715,1.5040025711059568,9.037204504013063,338.12650418281555,2.010670661926269
elec_s_500_t75_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,124202,52306,312197,0.72,76322,47476,259413,52137,169,169,47307,169,169,barrier,46227493943.76,45711053236.97,0.011172,1e-05,200000.0,1.0,40000000.0,0.5,1000000.0,93,338,75,1.0,kirchhoff,0.01,4,21600,FR-BE,40.0,0.0,,0.0,2300.3046879999997,0.6639387607574463,1.5099747180938718,8.491536617279053,21708.687417268757,0.48560976982116705
elec_s_500_t75_rES-PT_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,70802,29497,176151,0.33,43399,27219,146475,29407,90,90,27129,90,90,barrier,18150980159.46,18134738252.37,0.000895,5e-05,200000.0,1.0,40000000.0,1.0,1000000.0,47,180,75,1.0,kirchhoff,0.01,4,21600,ES-PT,40.0,7.0,0.03265577736721934,1.8114822401649133,852.933594,0.6677358150482178,0.8588311672210693,4.986778736114502,95.39388751983644,1.4348149299621582
elec_s_500_t75_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,72602,31934,172867,0.33,43192,29449,140973,31854,80,80,29369,80,80,barrier,19287857698.85,19237062656.3,0.002634,2e-06,100000.0,1.0,40000000.0,1.0,1000000.0,53,160,75,1.0,kirchhoff,0.01,4,21600,GB-IE,40.0,19.0,0.10140909531801748,2.458369569662021,945.976562,0.6170573234558105,0.7941229343414307,5.651599884033202,70.22818636894226,1.5482821464538574
elec_s_500_t75_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,94052,43917,228344,0.5,54719,38484,183579,43803,114,114,38370,114,114,barrier,60345135777.12,59748809577.04,0.009882,9e-05,100000.0,1.0,40000000.0,1.0,1000000.0,70,228,75,1.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,56.0,0.30389699213080046,11.212754328100239,1142.6992189999999,0.6847076416015625,1.20552659034729,8.009858846664429,142.06436610221863,1.8235433101654053
elec_s_500_t75_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,48752,20414,117758,0.25,30233,18770,97596,20348,66,66,18704,66,66,barrier,16452922758.32,16387731156.78,0.003962,2e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,130,75,1.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,14.0,0.1947923226629968,4.55448269441625,787.4648440000001,0.6277127265930176,0.6990547180175781,4.524072408676148,32.14896512031555,1.1543498039245603
elec_s_500_t75_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,84302,36987,202063,0.52,50788,33623,165186,36887,100,100,33523,100,100,barrier,23579446414.73,23402707670.6,0.007495000000000001,6e-05,400000.0,1.0,40000000.0,1.0,1000000.0,61,200,75,1.0,kirchhoff,0.01,4,21600,SE-FI-DK-NO,40.0,23.0,0.14263727276983001,6.187556182455329,1105.625,0.7415137290954591,1.1220872402191162,7.314249753952026,317.21994233131414,1.7576053142547607
elec_s_500_t75_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,61802,26910,150692,0.31,37667,24505,124153,26829,81,81,24424,81,81,barrier,20950992367.21,20809413069.66,0.006757999999999999,0.0002,200000.0,1.0,40000000.0,0.07,1000000.0,46,162,75,1.0,kirchhoff,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,25.0,0.20128285652968386,7.832553132507411,888.609375,0.6407215595245361,0.8315804004669191,4.832271099090576,49.18398070335388,1.180748462677002
elec_s_500_t75_rDE-NL-LU_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,168679,67417,450672,1.54,120220,62971,398206,67113,304,304,62667,304,304,barrier,50010698320.88,49642370178.47,0.007365,3e-05,100000.0,1.0,40000000.0,0.02,1000000.0,93,456,75,2.0,kirchhoff,0.01,4,21600,DE-NL-LU,40.0,81.0,0.21092401066262662,11.184462340007116,1221.9726560000001,0.6185777187347412,2.7952184677124023,12.660325050354006,1892.9801514148712,2.210519313812256
elec_s_500_t75_rFR-BE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,175071,65150,467185,1.59,127191,60320,414851,64812,338,338,59982,338,338,barrier,44926194247.31,44504196126.87,0.009393,1e-05,200000.0,1.0,40000000.0,0.5,1000000.0,93,507,75,2.0,kirchhoff,0.01,4,21600,FR-BE,40.0,123.0,0.43117031570273917,22.743125208074325,2491.171875,0.6308672428131104,3.1330797672271733,12.530303001403807,14360.114012479782,1.427884578704834
elec_s_500_t75_rES-PT_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,97892,36337,258381,0.83,70489,34059,228854,36157,180,180,33879,180,180,barrier,17992940992.58,17968769437.41,0.001343,5e-05,200000.0,1.0,40000000.0,1.0,1000000.0,47,270,75,2.0,kirchhoff,0.01,4,21600,ES-PT,40.0,10.0,0.047176685368112245,2.616986474802765,1188.9882810000001,0.6802382469177246,2.0537159442901607,8.302331686019897,84.87707948684692,1.4181528091430664
elec_s_500_t75_rGB-IE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,96682,38014,243002,0.65,67272,35529,211633,37854,160,160,35369,160,160,barrier,19251720811.88,19183625336.87,0.003537,2e-06,100000.0,1.0,40000000.0,1.0,1000000.0,53,240,75,2.0,kirchhoff,0.01,4,21600,GB-IE,40.0,26.0,0.15553790779252558,3.7705657293059995,1214.125,0.6267604827880859,1.8276171684265137,7.679304122924805,81.67441964149475,1.4303133487701416
elec_s_500_t75_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,128366,52581,330872,0.98,89033,47148,286518,52353,228,228,46920,228,228,barrier,56177975386.99,55682496409.12,0.00882,9e-05,100000.0,1.0,40000000.0,1.0,1000000.0,70,342,75,2.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,72.0,0.4110936178435231,15.167941315935682,1038.7265619999998,0.6933631896972656,2.426305055618286,9.881327867507936,654.3637976646422,1.7102446556091309
elec_s_500_t75_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,68016,25278,175411,0.49,49497,23634,155324,25148,130,130,23504,130,130,barrier,16373137696.25,16256222116.98,0.007141,2e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,194,75,2.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,17.0,0.22835292039261956,5.339170506975858,962.175781,0.8747096061706543,1.3093855381011963,5.708268404006957,43.70448660850525,1.0680522918701172
elec_s_500_t75_rSE-FI-DK-NO_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,114402,44587,290913,0.81,80888,41223,254073,44387,200,200,41023,200,200,barrier,23389254404.14,23277078314.12,0.004796,6e-05,400000.0,1.0,40000000.0,1.0,1000000.0,61,300,75,2.0,kirchhoff,0.01,4,21600,SE-FI-DK-NO,40.0,22.0,0.13145501159268447,5.702473511307174,1647.0039060000001,0.6771955490112305,2.0494210720062256,8.618837356567383,1794.0339131355286,1.8428094387054443
elec_s_500_t75_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,86183,33066,223604,0.68,62048,30675,197454,32904,162,162,30513,162,162,barrier,20622282156.92,20446856510.42,0.008507,0.0002,200000.0,1.0,40000000.0,0.07,1000000.0,46,243,75,2.0,kirchhoff,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,35.0,0.2873624044269696,11.182180836286928,1111.2890619999998,0.7130212783813477,1.9674036502838133,7.694272518157959,73.94994926452638,0.99066424369812
elec_s_500_t75_rDE-NL-LU_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,122927,55865,324593,0.84,74468,51392,271587,55713,152,152,51240,152,152,barrier,52285115859.35,52038712432.08,0.004713,3e-05,100000.0,1.0,40000000.0,0.02,1000000.0,93,304,75,1.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,51.0,0.14403512287757728,7.637610352665287,1025.6679689999999,0.7135822772979736,1.8432037830352783,10.254932641983034,476.5516340732575,1.8270626068115237
elec_s_500_t75_rFR-BE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,124202,52306,315872,0.77,76322,47476,263088,52137,169,169,47307,169,169,barrier,46188953016.33,45718066676.95,0.010195000000000001,1e-05,200000.0,1.0,40000000.0,0.5,1000000.0,93,338,75,1.0,kirchhoff,0.005,4,21600,FR-BE,40.0,0.0,,0.0,2187.140625,0.7537286281585693,1.819164514541626,9.908543825149538,21730.674155712128,0.5179548263549805
elec_s_500_t75_rES-PT_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,70802,29497,178326,0.42,43399,27219,148650,29407,90,90,27129,90,90,barrier,18150980159.46,18134738252.37,0.000895,5e-05,200000.0,1.0,40000000.0,1.0,1000000.0,47,180,75,1.0,kirchhoff,0.005,4,21600,ES-PT,40.0,7.0,0.03265577736721934,1.8114822401649133,952.902344,0.7446293830871582,0.9985592365264891,6.272614002227782,105.25293040275574,1.4706950187683103
elec_s_500_t75_rGB-IE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,72602,31934,172867,0.42,43192,29449,140973,31854,80,80,29369,80,80,barrier,19287857698.85,19237062656.3,0.002634,2e-06,100000.0,1.0,40000000.0,1.0,1000000.0,53,160,75,1.0,kirchhoff,0.005,4,21600,GB-IE,40.0,19.0,0.10140909531801748,2.458369569662021,948.375,0.719395637512207,0.9793550968170166,6.848449230194093,80.40821123123169,1.7758097648620603
elec_s_500_t75_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,94052,43917,228644,0.62,54719,38484,183879,43803,114,114,38370,114,114,barrier,60257078005.21,59961538711.77,0.004905,9e-05,100000.0,1.0,40000000.0,1.0,1000000.0,70,228,75,1.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,58.0,0.31590432106536986,11.655783489185412,1219.7851560000001,0.7936563491821289,1.6762700080871582,8.581786394119263,275.93261408805853,1.7296380996704102
elec_s_500_t75_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,48752,20414,117758,0.38,30233,18770,97596,20348,66,66,18704,66,66,barrier,16454820084.41,16402493036.91,0.00318,2e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,130,75,1.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,13.0,0.18374519206221765,4.29618727262362,829.3203120000001,0.7115879058837891,0.844714879989624,5.400742292404175,68.63594341278076,1.102308988571167
elec_s_500_t75_rSE-FI-DK-NO_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,84302,36987,202063,0.42,50788,33623,165186,36887,100,100,33523,100,100,barrier,23530884273.07,23414723512.53,0.004937,6e-05,400000.0,1.0,40000000.0,1.0,1000000.0,61,200,75,1.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,25.0,0.14857492761434968,6.4451296219151475,1271.296875,0.8161613941192627,1.0801067352294922,7.030990123748778,952.3382194042206,1.90881609916687
elec_s_500_t75_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,61802,26910,150617,0.36,37667,24505,124078,26829,81,81,24424,81,81,barrier,20949752342.57,20850324816.76,0.004746,0.0002,200000.0,1.0,40000000.0,0.07,1000000.0,46,162,75,1.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,25.0,0.20031222770079918,7.794782892133951,960.734375,0.7279460430145264,0.9628076553344728,5.85108494758606,226.1690669059753,0.952815055847168
elec_s_500_t75_rDE-NL-LU_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,168679,67417,456672,1.63,120220,62971,404206,67113,304,304,62667,304,304,barrier,49894662859.02,49646068619.69,0.0049819999999999994,3e-05,100000.0,1.0,40000000.0,0.02,1000000.0,93,456,75,2.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,94.0,0.25357854855373413,13.446263029149947,1292.46875,0.72406005859375,3.355787515640259,13.963882446289062,4682.916758537293,2.312304973602295
elec_s_500_t75_rFR-BE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,175071,65150,466735,1.46,127191,60320,414401,64812,338,338,59982,338,338,barrier,45709875743.98,44496035458.16,0.026555,1e-05,200000.0,1.0,40000000.0,0.5,1000000.0,93,507,75,2.0,kirchhoff,0.005,4,21600,FR-BE,40.0,0.0,,0.0,2393.6640620000003,0.6105599403381348,3.5689682960510254,13.082170009613035,21700.06591820717,0.7162301540374756
elec_s_500_t75_rES-PT_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,97892,36337,258381,0.81,70489,34059,228854,36157,180,180,33879,180,180,barrier,17992940992.58,17968769437.41,0.001343,5e-05,200000.0,1.0,40000000.0,1.0,1000000.0,47,270,75,2.0,kirchhoff,0.005,4,21600,ES-PT,40.0,10.0,0.047176685368112245,2.616986474802765,1188.359375,0.7897350788116455,2.0731279850006104,8.402372598648071,92.34646654129028,1.9200644493103027
elec_s_500_t75_rGB-IE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,96682,38014,245027,0.77,67272,35529,213658,37854,160,160,35369,160,160,barrier,19235272983.01,19188998893.0,0.002406,2e-06,100000.0,1.0,40000000.0,1.0,1000000.0,53,240,75,2.0,kirchhoff,0.005,4,21600,GB-IE,40.0,27.0,0.15605492537343083,3.7830993219181,1203.4960939999999,0.8172216415405273,1.7172646522521973,7.490889549255371,153.8632152080536,1.747321367263794
elec_s_500_t75_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,128366,52581,330797,1.0,89033,47148,286443,52353,228,228,46920,228,228,barrier,56003376532.79,55732798244.95,0.004830999999999999,9e-05,100000.0,1.0,40000000.0,1.0,1000000.0,70,342,75,2.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,77.0,0.44494883083953735,16.4170822942262,1707.097656,0.6883904933929443,2.3575868606567383,10.010989665985107,5821.374027490617,2.2517032623291016
elec_s_500_t75_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,68016,25278,176011,0.51,49497,23634,155924,25148,130,130,23504,130,130,barrier,16321565666.25,16256222116.98,0.004004,2e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,194,75,2.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,17.0,0.22510152281717646,5.263148855878026,963.597656,0.721693754196167,1.5986759662628174,7.426863670349121,46.62234497070313,1.3139586448669434
elec_s_500_t75_rSE-FI-DK-NO_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,114402,44587,291663,1.32,80888,41223,254823,44387,200,200,41023,200,200,barrier,23377153555.64,23278519860.83,0.004219,6e-05,400000.0,1.0,40000000.0,1.0,1000000.0,61,300,75,2.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,26.0,0.17012183912099144,7.37982728485265,1584.0351560000001,0.7410223484039307,2.329463005065918,9.129942893981934,1567.193717956543,1.9579517841339111
elec_s_500_t75_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,86183,33066,223379,0.82,62048,30675,197229,32904,162,162,30513,162,162,barrier,20578579092.64,20478089559.56,0.004883,0.0002,200000.0,1.0,40000000.0,0.07,1000000.0,46,243,75,2.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,36.0,0.28643851166711176,11.146229244307916,1364.0390619999998,0.6555531024932861,1.6823725700378418,7.489556312561035,2300.879234790802,1.3947257995605469
elec_s_500_t100_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_angles,173302,83640,451406,1.51,107806,76905,376476,83488,152,152,76753,152,152,barrier,56696994064.99,56248157492.37,0.007916,3e-05,200000.0,1.0,40000000.0,0.02,1000000.0,93,304,100,1.0,angles,0.01,4,21600,DE-NL-LU,40.0,60.0,0.16420256632652336,8.70700975883222,1260.9335939999999,0.7193136215209961,1.74700927734375,9.927879095077516,749.2761256694794,1.9628167152404783
elec_s_500_t100_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_angles,175002,78906,456328,1.51,110228,71632,381881,78737,169,169,71463,169,169,barrier,47756778767.95,47023123017.41,0.015362,1e-05,60000.0,1.0,40000000.0,0.5,1000000.0,93,338,100,1.0,angles,0.01,4,21600,FR-BE,40.0,0.0,,0.0,2159.9765620000003,0.5892739295959473,1.6838245391845703,9.947233200073242,21889.519594430923,0.583378791809082
elec_s_500_t100_rES-PT_Co2L-1H_c1_g0.01_pGTEP_angles,99302,43947,257848,0.73,61946,40291,215541,43857,90,90,40201,90,90,barrier,18349402737.16,18327866989.03,0.0011740000000000001,1e-05,50000.0,1.0,40000000.0,1.0,1000000.0,47,180,100,1.0,angles,0.01,4,21600,ES-PT,40.0,9.0,0.038582901859733475,2.1402718639027873,1161.625,0.8026638031005859,1.003895282745361,6.6433165073394775,167.92484927177432,1.671649694442749
elec_s_500_t100_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_angles,102302,47784,256263,0.75,62163,43745,210186,47704,80,80,43665,80,80,barrier,19320635157.1,19264570775.58,0.002902,2e-06,80000.0,1.0,40000000.0,1.0,1000000.0,53,160,100,1.0,angles,0.01,4,21600,GB-IE,40.0,19.0,0.1008738583571987,2.445394300994956,1177.65625,0.7352514266967773,1.0350124835968018,7.251625537872314,263.3780617713928,1.613304615020752
elec_s_500_t100_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_angles,132602,65442,340899,0.84,79399,57639,278294,65328,114,114,57525,114,114,barrier,63106317262.83,62511961853.89,0.009418,7e-05,60000.0,1.0,40000000.0,1.0,1000000.0,70,228,100,1.0,angles,0.01,4,21600,IT-CH-AT-LI-SI,40.0,60.0,0.33272366506612905,12.276359464347244,1820.570312,0.6210439205169678,1.1722252368927002,8.346618175506594,9462.131141424179,1.8316993713378904
elec_s_500_t100_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_angles,69102,30864,179889,0.35,43689,28051,150564,30798,66,66,27985,66,66,barrier,16545138901.06,16482177583.31,0.0038050000000000002,2e-05,300000.0,1.0,40000000.0,1.0,1000000.0,37,130,100,1.0,angles,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,19.0,0.26510466433115404,6.1984712200088845,861.945312,0.6700000762939453,0.6036648750305176,4.055897951126099,71.92270159721376,1.032766819000244
elec_s_500_t100_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_angles,118702,55312,301266,0.5,73366,50376,249995,55212,100,100,50276,100,100,barrier,24370500618.98,24204347501.08,0.006817999999999999,5e-05,30000.0,1.0,40000000.0,1.0,1000000.0,61,200,100,1.0,angles,0.01,4,21600,SE-FI-DK-NO,40.0,27.0,0.16960893703572893,7.357577767548842,1317.390625,0.7887656688690186,1.13079571723938,7.047817707061768,309.77111530303955,1.7562100887298584
elec_s_500_t100_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_angles,87102,40410,226482,0.66,54282,36670,188823,40329,81,81,36589,81,81,barrier,20494101102.77,20317778022.47,0.008604,0.0001,30000.0,1.0,40000000.0,0.07,1000000.0,46,162,100,1.0,angles,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,25.0,0.20861904220340197,8.118027340644272,1088.8515619999998,0.7516226768493652,1.0279288291931152,6.014500856399536,384.98539543151855,1.0915899276733398
elec_s_500_t100_rDE-NL-LU_Co2L-1H_c2_g0.01_pGTEP_angles,234254,98992,664510,2.15,169358,92884,592107,98688,304,304,92580,304,304,barrier,53635600678.13,53142627068.99,0.009191,3e-05,200000.0,1.0,40000000.0,0.02,1000000.0,93,456,100,2.0,angles,0.01,4,21600,DE-NL-LU,40.0,89.0,0.23671521337872514,12.552067358399672,1534.9726560000001,0.7057018280029297,2.8274266719818115,11.471252918243408,1426.793175458908,2.1094913482666016
elec_s_500_t100_rFR-BE_Co2L-1H_c2_g0.01_pGTEP_angles,242771,95975,693266,1.87,178497,89201,620819,95637,338,338,88863,338,338,barrier,48602118801.6,45813387523.45,0.057379,1e-05,60000.0,1.0,40000000.0,0.5,1000000.0,93,507,100,2.0,angles,0.01,4,21600,FR-BE,40.0,0.0,,0.0,1651.3203119999998,0.6741127967834473,3.4893283843994136,12.919555902481079,21776.854618549347,0.6625514030456543
elec_s_500_t100_rES-PT_Co2L-1H_c2_g0.01_pGTEP_angles,135392,53037,384028,1.17,98136,49481,341421,52857,180,180,49301,180,180,barrier,18183396541.96,18151496153.25,0.001754,1e-05,50000.0,1.0,40000000.0,1.0,1000000.0,47,270,100,2.0,angles,0.01,4,21600,ES-PT,40.0,10.0,0.047176685368112245,2.616986474802765,1047.234375,0.7670001983642578,2.1042845249176025,9.367453336715696,169.30982518196106,1.8746745586395264
elec_s_500_t100_rGB-IE_Co2L-1H_c2_g0.01_pGTEP_angles,134382,55864,368423,1.09,94643,52225,323946,55704,160,160,52065,160,160,barrier,19233311098.7,19178258172.28,0.002862,2e-06,80000.0,1.0,40000000.0,1.0,1000000.0,53,240,100,2.0,angles,0.01,4,21600,GB-IE,40.0,30.0,0.1759337643016662,4.265004150554353,1035.8203119999998,0.6973488330841064,1.9283838272094729,8.629447221755981,400.1472063064575,1.8804469108581543
elec_s_500_t100_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.01_pGTEP_angles,178316,76956,500727,1.22,125313,69353,438422,76728,228,228,69125,228,228,barrier,57750702455.52,57126264682.93,0.010813,7e-05,60000.0,1.0,40000000.0,1.0,1000000.0,70,342,100,2.0,angles,0.01,4,21600,IT-CH-AT-LI-SI,40.0,0.0,,0.0,2235.457031,0.6596007347106934,2.4232282638549805,9.853328943252565,21746.188107967377,0.8861684799194336
elec_s_500_t100_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.01_pGTEP_angles,94766,37328,269617,0.9,69353,34515,239492,37198,130,130,34385,130,130,barrier,16418629424.08,16323337411.57,0.005804,2e-05,400000.0,1.0,40000000.0,1.0,1000000.0,37,194,100,2.0,angles,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,29.0,0.3592827457370006,8.400469923511864,1185.8164060000001,0.745342493057251,1.5803015232086182,6.623927354812622,70.21536445617676,1.1126573085784912
elec_s_500_t100_rSE-FI-DK-NO_Co2L-1H_c2_g0.01_pGTEP_angles,158802,65412,441466,1.32,113466,60476,389395,65212,200,200,60276,200,200,barrier,24201632154.2,23992897680.12,0.008625,5e-05,30000.0,1.0,40000000.0,1.0,1000000.0,61,300,100,2.0,angles,0.01,4,21600,SE-FI-DK-NO,40.0,21.0,0.12232872210013716,5.306578189727299,1156.2265619999998,0.8503777980804443,2.4944322109222408,11.471619367599487,1815.639722108841,1.9280712604522705
elec_s_500_t100_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.01_pGTEP_angles,119583,48591,340044,0.68,86863,44965,302299,48429,162,162,44803,162,162,barrier,20159422638.23,19983973867.43,0.008702999999999999,0.0001,30000.0,1.0,40000000.0,0.07,1000000.0,46,243,100,2.0,angles,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,29.0,0.24284790572690168,9.449980775901778,1004.890625,0.7832360267639159,1.5185630321502686,6.10904860496521,1436.0955109596252,1.1719274520874023
elec_s_500_t100_rDE-NL-LU_Co2L-1H_c1_g0.005_pGTEP_angles,173302,83640,451406,1.44,107806,76905,376476,83488,152,152,76753,152,152,barrier,56630855197.49,56361642174.23,0.0047539999999999995,3e-05,200000.0,1.0,40000000.0,0.02,1000000.0,93,304,100,1.0,angles,0.005,4,21600,DE-NL-LU,40.0,55.0,0.15333565446328742,8.130780594097896,1639.9101560000001,0.7577996253967285,1.7999169826507568,10.715592861175537,6987.960023641585,1.9521951675415041
elec_s_500_t100_rFR-BE_Co2L-1H_c1_g0.005_pGTEP_angles,175002,78906,456328,1.47,110228,71632,381881,78737,169,169,71463,169,169,barrier,47699886101.61,47045286069.55,0.013723,1e-05,60000.0,1.0,40000000.0,0.5,1000000.0,93,338,100,1.0,angles,0.005,4,21600,FR-BE,40.0,0.0,,0.0,2530.9296879999997,0.621931791305542,1.815296649932861,10.251259803771973,21774.687672376636,0.5001356601715088
elec_s_500_t100_rES-PT_Co2L-1H_c1_g0.005_pGTEP_angles,99302,43947,257848,0.57,61946,40291,215541,43857,90,90,40201,90,90,barrier,18349402737.16,18327866989.03,0.0011740000000000001,1e-05,50000.0,1.0,40000000.0,1.0,1000000.0,47,180,100,1.0,angles,0.005,4,21600,ES-PT,40.0,9.0,0.038582901859733475,2.1402718639027873,1167.7421880000002,0.7231485843658447,1.0556282997131348,6.410851716995238,148.72035121917725,1.7982594966888428
elec_s_500_t100_rGB-IE_Co2L-1H_c1_g0.005_pGTEP_angles,102302,47784,256263,0.81,62163,43745,210186,47704,80,80,43665,80,80,barrier,19320635157.1,19264570775.58,0.002902,2e-06,80000.0,1.0,40000000.0,1.0,1000000.0,53,160,100,1.0,angles,0.005,4,21600,GB-IE,40.0,19.0,0.1008738583571987,2.445394300994956,1178.2773439999999,0.6812386512756348,0.88108229637146,7.0360238552093515,274.5642192363739,1.8331069946289065
elec_s_500_t100_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.005_pGTEP_angles,132602,65442,340899,0.89,79399,57639,278294,65328,114,114,57525,114,114,barrier,63099757392.1,62514419029.79,0.009276,7e-05,60000.0,1.0,40000000.0,1.0,1000000.0,70,228,100,1.0,angles,0.005,4,21600,IT-CH-AT-LI-SI,40.0,0.0,,0.0,2114.9453120000003,0.6607828140258789,1.2745072841644287,8.140187740325928,21705.82379579544,0.8478343486785889
elec_s_500_t100_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.005_pGTEP_angles,69102,30864,179889,0.36,43689,28051,150564,30798,66,66,27985,66,66,barrier,16545138901.06,16482177583.31,0.0038050000000000002,2e-05,300000.0,1.0,40000000.0,1.0,1000000.0,37,130,100,1.0,angles,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,19.0,0.26510466433115404,6.1984712200088845,862.015625,0.7662703990936279,0.8084883689880371,5.153026819229126,72.93975162506105,1.0487737655639648
